,Unnamed: 0,user,tweet,stem,label,tokenizing
490,490,srihandayani7391,keren deh dokter nya salam nih dari binor yahðŸ˜ðŸ˜ðŸ¥°,keren dokter salam bor yah,1,"['keren', 'deh', 'dokter', 'nya', 'salam', 'nih', 'dari', 'binor', 'yah']"
491,491,rahmarafa4,pak dokter saya mau berobatðŸ˜‚,dokter obat,0,"['pak', 'dokter', 'saya', 'mau', 'berobat']"
492,492,dr.di083,Boleh k klinik saja,k klinik,0,"['boleh', 'k', 'klinik', 'saja']"
493,493,ernasy619,dokternya cakep bangetðŸ˜ðŸ˜ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°,dokter cakep banget,0,"['dokternya', 'cakep', 'banget']"
494,494,aly12_0,"kalau berobat sama dokter yg ganteng itu cepet sembuh nyaðŸ˜…
percaya dechðŸ˜Š",obat dokter ganteng cepet sembuh percaya dech,0,"['kalau', 'berobat', 'sama', 'dokter', 'yg', 'ganteng', 'itu', 'cepet', 'sembuh', 'nya', 'percaya', 'dech']"
495,495,katijemtralala,kenapa dokter disini berbeda ðŸ˜‚,dokter beda,0,"['kenapa', 'dokter', 'disini', 'berbeda']"
496,496,dr.di083,Apanya yg berbeda ðŸ˜,apa beda,0,"['apanya', 'yg', 'berbeda']"
497,497,katijemtralala,udah tua semua ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,udah tua,0,"['udah', 'tua', 'semua']"
498,498,dr.di083,ðŸ˜ Tapi kan tetap membantu masyarakat jadi lebih sehat yah,bantu masyarakat sehat yah,1,"['tapi', 'kan', 'tetap', 'membantu', 'masyarakat', 'jadi', 'lebih', 'sehat', 'yah']"
499,499,yunara.ruspanah,mt siang dok gan sht slu dan tetap ðŸ’ª sukses dlm karir,mt siang dok gan sht slu sukses dlm karir,1,"['mt', 'siang', 'dok', 'gan', 'sht', 'slu', 'dan', 'tetap', 'sukses', 'dlm', 'karir']"
500,500,harma0506,"klw dokter nya ganteng pasti pada banyak yg ngantri, pengen berobatðŸ˜",klw dokter ganteng ngantri ken obat,0,"['klw', 'dokter', 'nya', 'ganteng', 'pasti', 'pada', 'banyak', 'yg', 'ngantri', 'pengen', 'berobat']"
501,501,attambeji,PK dokter pa obtnya sakit hati kecewa bgt slma ini y,pk dokter pa obtnya sakit hati kecewa slma y,-1,"['pk', 'dokter', 'pa', 'obtnya', 'sakit', 'hati', 'kecewa', 'bgt', 'slma', 'ini', 'y']"
502,502,.bodyslimherbal,dok qlo telapak kaki suka sakit seperti linu . itu knp dokter .,dok qlo telapak kaki suka sakit linu knp dokter,-1,"['dok', 'qlo', 'telapak', 'kaki', 'suka', 'sakit', 'seperti', 'linu', 'itu', 'knp', 'dokter']"
503,503,kenez223,kolaburasi lagunya..passe dengan senyum dokter,kolaburasi lagu passe senyum dokter,1,"['kolaburasi', 'lagunya', 'passe', 'dengan', 'senyum', 'dokter']"
504,504,user5406857425116,Sehat selalu Pak Dokter ganteng Ngawi Timur hadir,sehat dokter ganteng ngawi timur hadir,1,"['sehat', 'selalu', 'pak', 'dokter', 'ganteng', 'ngawi', 'timur', 'hadir']"
505,505,chantika_winda,astaga pas buka masker auto bersin akunyaðŸ˜…ðŸ˜…,astaga pas buka masker auto bersin aku,0,"['astaga', 'pas', 'buka', 'masker', 'auto', 'bersin', 'akunya']"
506,506,__kalalily2730,dokter yg bikinku cantix.makasih ya dok aku cantix skrg,dokter bikin cantix makasih ya dok cantix skrg,0,"['dokter', 'yg', 'bikinku', 'cantix', 'makasih', 'ya', 'dok', 'aku', 'cantix', 'skrg']"
507,507,ayudaningsih75,kalo sakit...liat senyumnya aja udah langsung sembuh keknyaðŸ˜‚ðŸ˜‚ðŸ˜‚,kalo sakit liat senyum aja udah langsung sembuh kek,0,"['kalo', 'sakit', 'liat', 'senyumnya', 'aja', 'udah', 'langsung', 'sembuh', 'keknya']"
508,508,helena_simbolon,dok mhon senyumNya jgn trllu manis yg dsni diabetes lhtNyaaðŸ¥°ðŸ¥°ðŸ˜‚ðŸ˜‚,dok mhon senyum jgn trllu manis dsni diabetes lhtnyaa,1,"['dok', 'mhon', 'senyumnya', 'jgn', 'trllu', 'manis', 'yg', 'dsni', 'diabetes', 'lhtnyaa']"
509,509,dr.di083,"Jangan sampai diabetes yah,, normal saja yah gula darahnya yah",diabetes yah normal yah gula darah yah,0,"['jangan', 'sampai', 'diabetes', 'yah', 'normal', 'saja', 'yah', 'gula', 'darahnya', 'yah']"
510,510,ririn.bunda.al,"Dok, praktek nya dmn
mau berobat aahhhh ðŸ˜ðŸ¥°",dok praktek dmn obat aahhhh,0,"['dok', 'praktek', 'nya', 'dmn', 'mau', 'berobat', 'aahhhh']"
511,511,sellyqalesya,wiiihh beneran Ganteng,wiiihh beneran ganteng,0,"['wiiihh', 'beneran', 'ganteng']"
512,512,dr.di083,Wihh makasih yah,wihh makasih yah,0,"['wihh', 'makasih', 'yah']"
513,513,mmhrahma507,PK dr. akuh pdamuðŸ¥°ðŸ¥°,pk dr akuh pdamu,0,"['pk', 'dr', 'akuh', 'pdamu']"
514,514,dr.di083,Kenapa kak ðŸ˜,kak,0,"['kenapa', 'kak']"
515,515,gita_wardhani,"ini dr.eldion bukan?, mirip banget",dr eldion banget,0,"['ini', 'dr', 'eldion', 'bukan', 'mirip', 'banget']"
516,516,dr.di083,Iya bener ini aku,iya bener,0,"['iya', 'bener', 'ini', 'aku']"
517,517,mugi2704,aduhhh gula di dapur saya habis pak dokter... ðŸ˜‚,aduhhh gula dapur habis dokter,0,"['aduhhh', 'gula', 'di', 'dapur', 'saya', 'habis', 'pak', 'dokter']"
518,518,dr.di083,Koq bisa ? Tengah malam pula habis gula nya yah ðŸ˜,koq malam habis gula yah,0,"['koq', 'bisa', 'tengah', 'malam', 'pula', 'habis', 'gula', 'nya', 'yah']"
519,519,elsayanti20,"msh muda sdh jadi dokter, ganteng lagi...
smangat gantenggggðŸ¥°",msh muda sdh dokter ganteng smangat gantengggg,1,"['msh', 'muda', 'sdh', 'jadi', 'dokter', 'ganteng', 'lagi', 'smangat', 'gantengggg']"
520,520,dr.di083,Makasih yah kak ðŸ™ðŸ»,makasih yah kak,0,"['makasih', 'yah', 'kak']"
521,521,liscesil,pura2 sakit aja kan ketemu dokter gantengðŸ˜…,pura sakit aja ketemu dokter ganteng,-1,"['pura', 'sakit', 'aja', 'kan', 'ketemu', 'dokter', 'ganteng']"
522,522,shin_hari25,maksudnya yg begini ya allah. di sholawatin dulu aja ðŸ˜‚ðŸ™ˆ,maksud ya allah sholawatin aja,0,"['maksudnya', 'yg', 'begini', 'ya', 'allah', 'di', 'sholawatin', 'dulu', 'aja']"
523,523,valisambe,Aku mau jadi apotekernya khusus buat dokter aja ðŸ˜…,apoteker khusus dokter aja,0,"['aku', 'mau', 'jadi', 'apotekernya', 'khusus', 'buat', 'dokter', 'aja']"
524,524,ayrinnalnairamecca,"anakku usia 3thn citaÂ²nya jadi dokter,,,, semoga nnti terkabul ðŸ¥°ðŸ¥°ðŸ¥°",anak usia thn cita dokter moga nnti kabul,0,"['anakku', 'usia', 'thn', 'cita', 'nya', 'jadi', 'dokter', 'semoga', 'nnti', 'terkabul']"
525,525,fitri_infantery,ya allah....lihat ini mengingatkan ku dgn almarhum kekasih hati dulu kuliah dikesehatan ðŸ˜¥ meninggal karna kecelakaan ðŸ¥ºðŸ¥º,ya allah lihat ku dgn almarhum kasih hati kuliah sehat tinggal karna celaka,1,"['ya', 'allah', 'lihat', 'ini', 'mengingatkan', 'ku', 'dgn', 'almarhum', 'kekasih', 'hati', 'dulu', 'kuliah', 'dikesehatan', 'meninggal', 'karna', 'kecelakaan']"
526,526,reginaparna02,"aduh dok....kok tiba tiba saya dibetes.......
astaga.... semoga nanti punya. mantu kyk dokterðŸ˜…amin",aduh dok dibetes astaga moga mantu kyk dokter amin,0,"['aduh', 'dok', 'kok', 'tiba', 'tiba', 'saya', 'dibetes', 'astaga', 'semoga', 'nanti', 'punya', 'mantu', 'kyk', 'dokter', 'amin']"
527,527,alfialfiah17,klo dokternya ganteng gni aku betah deh tiap hri ketemu ..apalgi dokter ganteng mau beli daganganku tiap hr ..,klo dokter ganteng gni betah hri ketemu apalgi dokter ganteng beli dagang hr,0,"['klo', 'dokternya', 'ganteng', 'gni', 'aku', 'betah', 'deh', 'tiap', 'hri', 'ketemu', 'apalgi', 'dokter', 'ganteng', 'mau', 'beli', 'daganganku', 'tiap', 'hr']"
528,528,jelous32,Lihat wktu buka masker malah ikutan senyum saya dok..salken ya dari Papua ðŸ¤—ðŸ™ paket LKS nhiðŸ˜…,lihat wktu buka masker ikut senyum dok salken ya papua paket lks nhi,1,"['lihat', 'wktu', 'buka', 'masker', 'malah', 'ikutan', 'senyum', 'saya', 'dok', 'salken', 'ya', 'dari', 'papua', 'paket', 'lks', 'nhi']"
529,529,adeli171,"udah dok,,,q gak perlu obat
lihat senyum doker aja q udah sembuhðŸ˜…",udah dok q obat lihat senyum doker aja q udah sembuh,1,"['udah', 'dok', 'q', 'gak', 'perlu', 'obat', 'lihat', 'senyum', 'doker', 'aja', 'q', 'udah', 'sembuh']"
530,530,attambeji,senyum nya bikin lmes BESTie q PK dokter gnteng tmpan bingit msey salken dr Semarang Jawa tengah,senyum bikin lmes bestie q pk dokter gnteng tmpan bingit msey salken dr semarang jawa,1,"['senyum', 'nya', 'bikin', 'lmes', 'bestie', 'q', 'pk', 'dokter', 'gnteng', 'tmpan', 'bingit', 'msey', 'salken', 'dr', 'semarang', 'jawa', 'tengah']"
531,531,nabilabordol,"lagi nonton sama kedua anakku,auto ketawa kami bertigaðŸ˜‚
katanya ganteng bangat Abang iniðŸ˜‚",nonton anak auto ketawa tiga ganteng bangat abang,0,"['lagi', 'nonton', 'sama', 'kedua', 'anakku', 'auto', 'ketawa', 'kami', 'bertiga', 'katanya', 'ganteng', 'bangat', 'abang', 'ini']"
532,532,adeliamurni087,Dokter..aku gak sakit tapi aku pura pura sakit ahh..biar dpt perhatian dr km.. ðŸ˜‡ðŸ˜ŠðŸ˜œðŸ™,dokter sakit pura pura sakit ahh biar dpt perhati dr km,-1,"['dokter', 'aku', 'gak', 'sakit', 'tapi', 'aku', 'pura', 'pura', 'sakit', 'ahh', 'biar', 'dpt', 'perhatian', 'dr', 'km']"
533,533,gebylia1,gantengnya kyak mantan ðŸ¥º,ganteng kyak mantan,0,"['gantengnya', 'kyak', 'mantan']"
534,534,dr.di083,Harus bisa move oN yah kak,move on yah kak,0,"['harus', 'bisa', 'move', 'on', 'yah', 'kak']"
535,535,rosesalindazulaik7,sore dokter ðŸ¥°,sore dokter,0,"['sore', 'dokter']"
536,536,dr.di083,Sore juga ðŸ˜,sore,0,"['sore', 'juga']"
537,537,MS4wLjABAAAA6ncZb6XcG421HCFuG0ad6hxpmCTGS3oZAQfVSNUA-lY10yNa1V81hSxxcj6lBYMK,salam kenal yahðŸ˜,salam kenal yah,0,"['salam', 'kenal', 'yah']"
538,538,dr.di083,Slm kenal kembali,slm kenal,0,"['slm', 'kenal', 'kembali']"
539,539,sriutami17495,cakep pak dokter.,cakep dokter,0,"['cakep', 'pak', 'dokter']"
540,540,dr.di083,Makasih yah,makasih yah,0,"['makasih', 'yah']"
541,541,frijogaming,genteng kakakðŸ¥°,genteng kakak,0,"['genteng', 'kakak']"
542,542,dr.di083,Makasih yah adek ðŸ˜,makasih yah adek,0,"['makasih', 'yah', 'adek']"
543,543,nurjanah30105,iya bener ganteng,iya bener ganteng,0,"['iya', 'bener', 'ganteng']"
544,544,yasminnuw,dokter apaa ?,dokter apaa,0,"['dokter', 'apaa']"
545,545,dr.di083,Dokter Aesthetic,dokter aesthetic,0,"['dokter', 'aesthetic']"
546,546,yasminnuw,itu kayak apa dok? syaa sering ke rs dok anak ayaa down syndrom dengan jntung bocor bawaen sam hipotiroid kongenital,kayak dok syaa rs dok anak ayaa down syndrom jntung bocor bawaen sam hipotiroid kongenital,-1,"['itu', 'kayak', 'apa', 'dok', 'syaa', 'sering', 'ke', 'rs', 'dok', 'anak', 'ayaa', 'down', 'syndrom', 'dengan', 'jntung', 'bocor', 'bawaen', 'sam', 'hipotiroid', 'kongenital']"
547,547,dr.di083,"Semoga lekas sembuh anaknya yah bund,, menjadikan ladang pahala juga buat bunda yah,, sehat selalu",moga lekas sembuh anak yah bund jadi ladang pahala bunda yah sehat,1,"['semoga', 'lekas', 'sembuh', 'anaknya', 'yah', 'bund', 'menjadikan', 'ladang', 'pahala', 'juga', 'buat', 'bunda', 'yah', 'sehat', 'selalu']"
548,548,siskasiahaan36,emang bener gantengðŸ˜,emang bener ganteng,0,"['emang', 'bener', 'ganteng']"
549,549,dr.di083,Makasih yah ðŸ˜,makasih yah,0,"['makasih', 'yah']"
550,550,yanti_xzy,yaa tuhannn ....ðŸ¥°ðŸ¥°,yaa tuhannn,0,"['yaa', 'tuhannn']"
551,551,dr.di083,Kenapa Tuhan ?,tuhan,0,"['kenapa', 'tuhan']"
552,552,komariah1516,Masya allah.ganteng ny.,masya allah ganteng ny,0,"['masya', 'allah', 'ganteng', 'ny']"
553,553,dianaanjelika175,setuju ganteng baget,tuju ganteng baget,0,"['setuju', 'ganteng', 'baget']"
554,554,rosegolden93,iya ganteng,iya ganteng,0,"['iya', 'ganteng']"
555,555,bunga15285,bner aja ganteng bingit ðŸ˜,bner aja ganteng bingit,0,"['bner', 'aja', 'ganteng', 'bingit']"
556,556,hanasuryani522,Beneran gantengðŸ‘ðŸ‘ðŸ‘,beneran ganteng,0,"['beneran', 'ganteng']"
557,557,kadeklilik5,ganteng beneran,ganteng beneran,0,"['ganteng', 'beneran']"
558,558,vikaaj1,waduh ganteng bgt ðŸ˜,ganteng,0,"['waduh', 'ganteng', 'bgt']"
559,559,rindiyaniabhy,Subhanallah ðŸ˜³ ganteng,subhanallah ganteng,1,"['subhanallah', 'ganteng']"
560,560,1t133,gantengnya kebangetan bgt tolonggg,ganteng banget tolonggg,0,"['gantengnya', 'kebangetan', 'bgt', 'tolonggg']"
561,561,d_glx,wah kalau dokternya ganteng gini sakit trs ahhhhh biar di rawat sama dokter,dokter ganteng gin sakit trs ahhhhh biar rawat dokter,-1,"['wah', 'kalau', 'dokternya', 'ganteng', 'gini', 'sakit', 'trs', 'ahhhhh', 'biar', 'di', 'rawat', 'sama', 'dokter']"
562,562,zakirani975,mas dokter sya mu tnya.punya obat sakit cinta g.obat nya apa ms dokter.ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»,mas dokter sya mu tnya obat sakit cinta obat ms dokter,0,"['mas', 'dokter', 'sya', 'mu', 'tnya', 'punya', 'obat', 'sakit', 'cinta', 'g', 'obat', 'nya', 'apa', 'ms', 'dokter']"
563,563,saidapudant8,Dr.D bagian apa sih...kalau bagian kandungan mau kolsultrasi.dah lama ngk punya keturunan,dr d sih kandung kolsultrasi dah ngk turun,0,"['dr', 'd', 'bagian', 'apa', 'sih', 'kalau', 'bagian', 'kandungan', 'mau', 'kolsultrasi', 'dah', 'lama', 'ngk', 'punya', 'keturunan']"
564,564,nenklizha,masyaallah dok mataku ternoda liat senyuman manis dokter..ðŸ¥°ðŸ¥°,masyaallah dok mata noda liat senyum manis dokter,1,"['masyaallah', 'dok', 'mataku', 'ternoda', 'liat', 'senyuman', 'manis', 'dokter']"
565,565,sarma.br.manik,kok ada manis manis y gitu yeahðŸ˜ðŸ˜ðŸ˜ðŸ˜,manis manis y gitu yeah,1,"['kok', 'ada', 'manis', 'manis', 'y', 'gitu', 'yeah']"
566,566,dr.di083,Kayak iklan yah ðŸ˜ðŸ˜,kayak iklan yah,0,"['kayak', 'iklan', 'yah']"
567,567,itanurfaidah431,"Pak dokter mibta tolong ya, untuk tulang tangan dan kaki rasanya nyeri semua obatnya apa ya ðŸ™",dokter mibta tolong ya tulang tangan kaki nyeri obat ya,-1,"['pak', 'dokter', 'mibta', 'tolong', 'ya', 'untuk', 'tulang', 'tangan', 'dan', 'kaki', 'rasanya', 'nyeri', 'semua', 'obatnya', 'apa', 'ya']"
568,568,dr.di083,Sejak kapan ? Ada alergi obat tdk ? Apa Sdh dperiksa ke dokter terdekat ? Untuk sementara minum obat penghilang nyeri dulu yah,alergi obat sdh dperiksa dokter dekat minum obat hilang nyeri yah,-1,"['sejak', 'kapan', 'ada', 'alergi', 'obat', 'tdk', 'apa', 'sdh', 'dperiksa', 'ke', 'dokter', 'terdekat', 'untuk', 'sementara', 'minum', 'obat', 'penghilang', 'nyeri', 'dulu', 'yah']"
569,569,itanurfaidah431,sdh 4-5bln. tdk ada alergi obat. pernah cek up sempat sgot dan sgpt tinggi hampir 200 skrg sdh sembuh. setelah itu tulang2 nyeri semua sampe skrg,sdh bln alergi obat cek up sgot sgpt skrg sdh sembuh tulang nyeri sampe skrg,-1,"['sdh', 'bln', 'tdk', 'ada', 'alergi', 'obat', 'pernah', 'cek', 'up', 'sempat', 'sgot', 'dan', 'sgpt', 'tinggi', 'hampir', 'skrg', 'sdh', 'sembuh', 'setelah', 'itu', 'tulang', 'nyeri', 'semua', 'sampe', 'skrg']"
570,570,itanurfaidah431,"trimakasih Pak dokter yg ramah dan handsome sdh jawab. dan satu pertanyaan lagi, sy hrs periksa ke dokter apa ya tepatnya ðŸ™ðŸ™",trimakasih dokter ramah handsome sdh sy hrs periksa dokter ya tepat,1,"['trimakasih', 'pak', 'dokter', 'yg', 'ramah', 'dan', 'handsome', 'sdh', 'jawab', 'dan', 'satu', 'pertanyaan', 'lagi', 'sy', 'hrs', 'periksa', 'ke', 'dokter', 'apa', 'ya', 'tepatnya']"
571,571,dr.di083,"Ke dokter umum dulu coba di obati kalau tdk ada perbaikan ke dokter spesialis saraf, semoga lekas sembuh",dokter coba obat baik dokter spesialis saraf moga lekas sembuh,1,"['ke', 'dokter', 'umum', 'dulu', 'coba', 'di', 'obati', 'kalau', 'tdk', 'ada', 'perbaikan', 'ke', 'dokter', 'spesialis', 'saraf', 'semoga', 'lekas', 'sembuh']"
572,572,gizhulanjung,"Pak Dokternya kayaknya ramah,tpi percayalah komen sya dri Taiwan gak bakal dibalasðŸ˜ðŸ˜.",dokter kayak ramah tpi percaya komen sya dri taiwan balas,1,"['pak', 'dokternya', 'kayaknya', 'ramah', 'tpi', 'percayalah', 'komen', 'sya', 'dri', 'taiwan', 'gak', 'bakal', 'dibalas']"
573,573,dr.di083,"Ok saya balas koq, hi Taiwan salam kenal",ok balas koq hi taiwan salam kenal,0,"['ok', 'saya', 'balas', 'koq', 'hi', 'taiwan', 'salam', 'kenal']"
574,574,hanumaprilia,hdr ahðŸ˜,hdr ah,0,"['hdr', 'ah']"
575,575,liia1978,asalam mualikum met mlm mas salken dg masðŸ™ðŸ™,asalam mualikum met mlm mas salken dg mas,0,"['asalam', 'mualikum', 'met', 'mlm', 'mas', 'salken', 'dg', 'mas']"
576,576,ikaatika67,"ya ampun ....senyumnya bikin klepek"" dokðŸ¥°ðŸ¥°",ya ampun senyum bikin klepek dok,0,"['ya', 'ampun', 'senyumnya', 'bikin', 'klepek', 'dok']"
577,577,mamahedikadiky,waduh cakep nya jadi betah di RS nya ðŸ˜‚,cakep betah rs,0,"['waduh', 'cakep', 'nya', 'jadi', 'betah', 'di', 'rs', 'nya']"
578,578,fitri10758,"hy doctor ganteng,sapa akuh donk plis..klo g nangis niðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",hy doctor ganteng sapa akuh donk plis klo nang ni,0,"['hy', 'doctor', 'ganteng', 'sapa', 'akuh', 'donk', 'plis', 'klo', 'g', 'nangis', 'ni']"
579,579,raniandini87,"ternyata emang ganteng, charming bgd kamu dokter ðŸ˜‚ðŸ˜‚",emang ganteng charming bgd dokter,0,"['ternyata', 'emang', 'ganteng', 'charming', 'bgd', 'kamu', 'dokter']"
580,580,f_r123456,dok beli bajunya dimana pengenðŸ¥ºðŸ¥ºðŸ¥º,dok beli baju mana ken,0,"['dok', 'beli', 'bajunya', 'dimana', 'pengen']"
581,581,raisajamilah,dokter tolong periksa â¤ ku yang lagi porak porandaðŸ˜‚,dokter tolong periksa ku porak poranda,0,"['dokter', 'tolong', 'periksa', 'ku', 'yang', 'lagi', 'porak', 'poranda']"
582,582,vinabjm3,dokter nya ganteng bgt dan manis senyum nya,dokter ganteng manis senyum,1,"['dokter', 'nya', 'ganteng', 'bgt', 'dan', 'manis', 'senyum', 'nya']"
583,583,sitijenab443,beruntung bnget istrinya punya suami dokter cakep lg,untung bnget istri suami dokter cakep lg,1,"['beruntung', 'bnget', 'istrinya', 'punya', 'suami', 'dokter', 'cakep', 'lg']"
584,584,ashiva4200,dok klo boleh tau dokter spesialis apa.,dok klo tau dokter spesialis,0,"['dok', 'klo', 'boleh', 'tau', 'dokter', 'spesialis', 'apa']"
585,585,dinisibiasa,knp klo yg profesi dokter ganteng2 bngt ya ðŸ¥°ðŸ¥°ðŸ˜,knp klo profesi dokter ganteng bngt ya,0,"['knp', 'klo', 'yg', 'profesi', 'dokter', 'ganteng', 'bngt', 'ya']"
586,586,luthfitifani,suka orang yg rapi bersih nginiðŸ˜‚ðŸ˜‚,suka orang rapi bersih ngini,1,"['suka', 'orang', 'yg', 'rapi', 'bersih', 'ngini']"
587,587,nabillaizdihaar,duh muncul di fyp ganteng lagiðŸ¥º,duh muncul fyp ganteng,0,"['duh', 'muncul', 'di', 'fyp', 'ganteng', 'lagi']"
588,588,ariyaniariyani74,njirrr awal senyum nyaðŸ˜„,njirrr senyum,1,"['njirrr', 'awal', 'senyum', 'nya']"
589,589,sucmaansarchan,bapak dokter yang baik hati tidak sombong suka menabung dn tdk makan sabun.SUDAH PUNYA ISTRI BELUM ??? ðŸ˜‚,dokter hati sombong suka tabung dn makan sabun istri,0,"['bapak', 'dokter', 'yang', 'baik', 'hati', 'tidak', 'sombong', 'suka', 'menabung', 'dn', 'tdk', 'makan', 'sabun', 'sudah', 'punya', 'istri', 'belum']"
590,590,wfqqa,senyume manis dokterðŸ™ðŸ™ðŸ™,senyume manis dokter,1,"['senyume', 'manis', 'dokter']"
591,591,kelynia0,"klo dokter kaya gini,mw nya sakit flu dirawat sm dokter deh",klo dokter kaya gin mw sakit flu rawat sm dokter,0,"['klo', 'dokter', 'kaya', 'gini', 'mw', 'nya', 'sakit', 'flu', 'dirawat', 'sm', 'dokter', 'deh']"
592,592,geffydanin,"kenapa dokter gak ada yang jelek sih,, apalagi kl sudah pke sneli dan nyaku stetoskop,kita para bidan dan perawat hny bisa gigit jari kalau mrk lewat",dokter jelek sih kl pke sneli nyaku stetoskop bidan awat hny gigit jari mrk,-1,"['kenapa', 'dokter', 'gak', 'ada', 'yang', 'jelek', 'sih', 'apalagi', 'kl', 'sudah', 'pke', 'sneli', 'dan', 'nyaku', 'stetoskop', 'kita', 'para', 'bidan', 'dan', 'perawat', 'hny', 'bisa', 'gigit', 'jari', 'kalau', 'mrk', 'lewat']"
593,593,yanakristin1,nungguin dokter nya sampai buka maskerðŸ¤­ðŸ¤­,nungguin dokter buka masker,0,"['nungguin', 'dokter', 'nya', 'sampai', 'buka', 'masker']"
594,594,mbakning882,Klo aq sakit berobat ke dokter yg ganteng ini blm dikasih obat udah sembuh ðŸ˜‚ðŸ˜‚ðŸ˜‚,klo aq sakit obat dokter ganteng blm kasih obat udah sembuh,-1,"['klo', 'aq', 'sakit', 'berobat', 'ke', 'dokter', 'yg', 'ganteng', 'ini', 'blm', 'dikasih', 'obat', 'udah', 'sembuh']"
595,595,user2912839399711,"pasien nya krasan GK pulang "" Dokternya ganteng sih ðŸ™",pasien krasan gk pulang dokter ganteng sih,1,"['pasien', 'nya', 'krasan', 'gk', 'pulang', 'dokternya', 'ganteng', 'sih']"
596,596,bundanya_deva,"masya allohhhh,mmng bener,bener"" gntengggv",masya allohhhh mmng bener bener gntengggv,0,"['masya', 'allohhhh', 'mmng', 'bener', 'bener', 'gntengggv']"
597,597,ratuimut333,assalamualaikum pak dokter,assalamualaikum dokter,0,"['assalamualaikum', 'pak', 'dokter']"
598,598,user4695142597004,ya ganteng banget lah namanya juga dokter mah masa sh ga ganteng ðŸ˜„.,ya ganteng banget nama dokter mah sh ga ganteng,0,"['ya', 'ganteng', 'banget', 'lah', 'namanya', 'juga', 'dokter', 'mah', 'masa', 'sh', 'ga', 'ganteng']"
599,599,nithachubby2,"wow... Uda Good Looking , Very kind.. Sehat selalu yups pak dokter..",wow uda good looking very kind sehat yups dokter,1,"['wow', 'uda', 'good', 'looking', 'very', 'kind', 'sehat', 'selalu', 'yups', 'pak', 'dokter']"
600,600,fadillal123,aq suka senyumnya dokter,aq suka senyum dokter,1,"['aq', 'suka', 'senyumnya', 'dokter']"
601,601,heraangel,beruntung sekali cewek yg dpetin abang,untung cewek dpetin abang,1,"['beruntung', 'sekali', 'cewek', 'yg', 'dpetin', 'abang']"
602,602,serlyliani27,kerja di rumah sakit mana dokter ganteng,kerja rumah sakit dokter ganteng,-1,"['kerja', 'di', 'rumah', 'sakit', 'mana', 'dokter', 'ganteng']"
603,603,milakrisnawati,spill istrinya dokðŸ˜,spill istri dok,0,"['spill', 'istrinya', 'dok']"
604,604,anthoneta442,Dr nya ganteng sekaliðŸ¥°,dr ganteng,0,"['dr', 'nya', 'ganteng', 'sekali']"
605,605,mahardhikaluthfikurn,pingin pnya anak dokter moga aja bisa amiin,pingin pnya anak dokter moga aja amiin,0,"['pingin', 'pnya', 'anak', 'dokter', 'moga', 'aja', 'bisa', 'amiin']"
606,606,chacha.1608,duh klo dokter ny ky gtu cpet sembuh ny x ya pasien nyðŸ˜„ðŸ˜„,duh klo dokter ny ky gtu cpet sembuh ny ya pasien ny,1,"['duh', 'klo', 'dokter', 'ny', 'ky', 'gtu', 'cpet', 'sembuh', 'ny', 'x', 'ya', 'pasien', 'ny']"
607,607,nink_7112020,sumpah dokter ganteng banget..ðŸ¥°ðŸ¥°dokter apa kak,sumpah dokter ganteng banget dokter kak,0,"['sumpah', 'dokter', 'ganteng', 'banget', 'dokter', 'apa', 'kak']"
608,608,putriprameswari17,"Putri mau berobat ke pak dokter aja kalau sakit
emoh ke dokter lain
boleh kan",putri obat dokter aja sakit emoh dokter,-1,"['putri', 'mau', 'berobat', 'ke', 'pak', 'dokter', 'aja', 'kalau', 'sakit', 'emoh', 'ke', 'dokter', 'lain', 'boleh', 'kan']"
609,609,yantiputri926,masyaallah..pak dokter .ðŸ™ðŸ™ kagum sama pak dokter.,masyaallah dokter kagum dokter,0,"['masyaallah', 'pak', 'dokter', 'kagum', 'sama', 'pak', 'dokter']"
610,610,annisa_134697,met mlm dokter.salken dr Bandung,met mlm dokter salken dr bandung,0,"['met', 'mlm', 'dokter', 'salken', 'dr', 'bandung']"
611,611,kimoralovelia,"Aduuhh Pak dokter, klo berobat dokternya bgni sakitnya langsung sembuh gak perlu minum obat",aduuhh dokter klo obat dokter bgni sakit langsung sembuh minum obat,-1,"['aduuhh', 'pak', 'dokter', 'klo', 'berobat', 'dokternya', 'bgni', 'sakitnya', 'langsung', 'sembuh', 'gak', 'perlu', 'minum', 'obat']"
612,612,user9690605337322,senyum nya dokter bikin meleleh ðŸ˜€,senyum dokter bikin leleh,1,"['senyum', 'nya', 'dokter', 'bikin', 'meleleh']"
613,613,amuizhang89,Ramah x dokganðŸ¤— semua org disapaðŸ‘salam dari RiauâœŒï¸,ramah dokgan org sapa salam riau,1,"['ramah', 'x', 'dokgan', 'semua', 'org', 'disapa', 'salam', 'dari', 'riau']"
614,614,kesyapriskilasili,pantesan aja Gula aku hbs Ternyata Ada Disini Toh ðŸ˜³ðŸ˜³ðŸ˜…ðŸ˜‚ðŸ˜,pantesan aja gula hbs,0,"['pantesan', 'aja', 'gula', 'aku', 'hbs', 'ternyata', 'ada', 'disini', 'toh']"
