date,username,fulltext
2022-03-07 22:32:45,mintyellow27,"Bayar mahal tiap bulan, tp sekalinya sakit obat suruh tebus, suntik suruh bayar, lah.... Yg gratis konsul dokternya doang? Makin lama kok begini sih bpjs ☹️"
2022-03-07 21:57:54,nandemonaiyouu,"@YNikolayev_YR @brokenmeins @afrkml Aku pernah kena ISK, trus ke dokter spesialis penyakit dalam. Waktu itu ginjal, kandung kemihku di usg gitu.  Trus kata dokternya kandung kemihku luka, maybe iritasi. Dan minumnya harus cukup gaboleh kurang gaboleh lebih, karena kalo kebanyakan juga bikin kandung kemih iritasi lg"
2022-03-07 20:13:46,enjelade,"@CielAdley @404LOSTCAUSE @convomfs bisa kok, kakakku dulu pernah lasik tapi ngelahirin tetep normal
konsultasiin ke dokternya aja"
2022-03-07 19:20:18,rosearenana,pgn bolos hari rabu tp takut dicariin kl ijin kedokter ntar mampos surat dokternya ditagih gimane
2022-03-07 18:44:53,missufewindong,"sorry kalo tweets ku kasar, emosi bgt korban penipuan 90jt dijulidin dan ditambah korbannya tuh dokter yg mana profesi paling berjasa di masa pandemi ini.

buat mba dokternya semoga ketemu jalan keluarnya dalam artian baik, uangnya kembali, dan diberi rezeki yg banyak"
2022-03-07 18:42:57,Yourfavboyzzz_,@beIIa1st Dokternya kasar deh nyakitin bela
2022-03-07 17:56:07,greaanie,"TAPI INTINYA TUHHH, klinik kecantikan tuh juga ada dokternya tau :( terus kalo jerawat gt memang kadang ada yg harus dibantu obat minum, treatment dll huhu bukan cuman sekedar dikasih cream pagi malem biar putih ahshgsgsahg"
2022-03-07 17:44:20,primaks_,"Seminggu yg lalu ke dokter gigi, dilakukan lah perawatan saluran akar krn gigi bolong.
2 hari ini kerasa ngilu n sakit nih gigi.
Yg nyut2an..
😣
Udh dkasih obat sm dokternya. Tp....
🥺😢"
2022-03-07 17:32:41,josephartio,"@SHALETHINE butuh beneran apa kaga ini sha. kalo kaga, dokternya pulang ini"
2022-03-07 17:15:46,inn0minatus_,"@willdidntsleep @404LOSTCAUSE @convomfs kamu minus/plus/silinder berapa dulu ? tahun lalu adik saya habis lasik back to normal dan dia emang masih kecil juga minusnya, dia bilang menurut dokternya yang paling cepet balik itu silinder, terus setelah lasik juga ada prosedur lain yg harus dipatuhi"
2022-03-07 17:04:49,searcrh,Kata dokternya ada obatku yg bikin ngantuk
2022-03-07 17:00:04,_ziaan,@ZOO_FESS Terus dokternya bilang kemungkinan kcg nya kena hernia🥺
2022-03-07 16:43:56,pickawnaw,"@yawinmarch @missufe belum kak, baru proses masih di obatin akarnya gitu, udah 2 kali kontrol masih diobatin juga gabti obat gitu dimasukin ke gigi, dokternya jg bilang nunggu udah gak sakit lagi hihu😔😔😔"
2022-03-07 16:42:29,Ogut2021,"@detikcom Kasih berita yg bener lah bos narasinya.! klo dihujani rudal rusia seperti yg anda beritakan, ko masih bisa menyampaikan dan bekerja dokternya??? Apa anda memberitakan dari alam gaib???"
2022-03-07 16:42:25,yurdiandani,"@SoloMenfess 2 bulan lalu aku habis ke tht, 2 kuping habis 260 rb tempat di RSUP Surakarta, dokternya ramah dan masih muda."
2022-03-07 16:37:10,micasa97,"sbnrnya CT-scan boleh ditemenin g sih?
i minta tlg dokternya boleh pegangan tangan or not soalnya i takut, she even asked “why”."
2022-03-07 16:36:05,nurrizkimulyan1,"@qtrsyy Sodara sy wktu hamil kaya Andin,tensi tinggi terus .masuk 9 bulan akhirnya trpksa sesar,bayinya meninggal didalam kandungan,dan kata dokternya prematur krna ada organ tubuh yg belum sempurna disebabkan karna tensi ibunya tinggi terus..menurut crta ibunya gitu.."
2022-03-07 16:34:12,breezzypadd,@haeciloklopers karna aku dokternya
2022-03-07 16:29:58,cabangpurnamaa,"@happyyymeall @kochengfess aku lg pake kf beauty, doyan sih, bulunya ngembang dibanding waktu pake rc. Cuma skrg bb nya lambat bgt. Kemarin pake rc cpt sampe dokternya bilang gede ya blm 3bln bb udh 1.5 🥲 skrg udh 5 bln masih otw 2kg aja sejak pake kf. Pengen coba nb beauty sihh ngefek ke bb ga kak?"
2022-03-07 16:13:47,Lovely_2209jy,"ASKARA ini kenapa lahirnya dibilang prematur dah?? Lah bukannya Andin hamil udah 8bln lebih ya?? Kok bisa jadi gak berkembang deh jantung dan paru-paru nya. Perasaan terakhir waktu periksa kandungan, dokternya bilang semua baik-baik aja yaa?? Aneh betul deh ahh... 
Maksa banget!"
2022-03-07 16:04:11,blanctnoir,Dokternya pintar wkwk https://t.co/OjRLPn9HGD
2022-03-07 16:02:37,lelahletihasu,"@qwertyouipsn dan ternyata beneran anfal trs kata dokternya
""Pak al akan mengalami amnesia"" 🤣🤣🤣🤣"
2022-03-07 15:59:48,HrdNadila,Disuruh dokternya cukur kumisku huhuhu ntar makin tebel atuttt
2022-03-07 15:57:04,Helloutth,"Abis konsultasi, dokternya bilang kalau penyebab utama karena depresi, ditambah gangguan kecemasan, dokternya juga nyuruh untuk melakukan kunjungan fisik ke psikiater. Rumit ya hidup, capek..."
2022-03-07 15:53:56,AldenialAlfahri,@Ulvatus1 Kn dr kemarin dokternya andin ganti2 terus krn ktnya lg seminar.. abis seminar gk balik lagi 🤣
2022-03-07 15:51:45,AldenialAlfahri,"@Ulvatus1 Dokternya lagi dikirim seminar ul.. tu kemarin dokter kandungan tdrakhir yg masih standby, yl skrg udah gk 🤣"
2022-03-07 15:49:13,AyuSriR58526136,@Ulvatus1 Dokternya sibuk urus pasien lain. 😌
2022-03-07 15:48:12,ongjae_,"@mentaiv mungkin dokternya bakal bilang ""saya juga merasakan yg sama"""
2022-03-07 15:42:31,lovelydiddyy,"Fun fact: ternyata dokternya orang bekasi juga

(Aku berobat di klinik daerah jakpus, deket rumahku yang dulu karena emang dari kecil kalo berobat disitu)"
2022-03-07 15:41:08,asperdiscussed,besok dokternya pasti nanya kenapa bisa copot terus masa jawabnya ‘gara-gara makan labu dok’😭😭😭
2022-03-07 15:40:41,lovelydiddyy,"Kalo diitung kayanya ada 2-3 kali dokternya doain aku biar cepet sembuh :') she said ""cepet sembuh yaa mba, semoga sehat selalu, obatnya diminum yaaa kan kasian kulitnya mulus2 jadi merah2"" aaakkk terharu dapet dokter yang baik bgt, dokter juga sehat selalu yaaa :)"
2022-03-07 15:38:20,diveintonana,"Mana dia (pasien) bilang minjem hp susternya siang sama malem. LIKE HOW? SORRY, gue sebenernya ngga mau nethink, tapi ini ngga masuk akal ANJIRRR. Apalagi HP kan termasuk barang pribadi bgt yaa"
2022-03-07 15:36:31,piponrhls,"@minwonpride Wkwkwk samaa. malahan pernah ya hb aku rendah bgt, kan dibawa ke dokter tuh. Abis itu kata dokternya gini ""Lah ko km ga pingsan si? Orng lain dengan hb segini tuh pingsan, malahan km pusing doang ga pingsan"" dok saya juga pengen ngerasain namanya pingsan🥲"
2022-03-07 15:35:19,lovelydiddyy,"Seneng bangettt dokternya baik bangeettttt!!!!! Dari konsultasi sampe cara dia nanya keluhan dan jelasin obat tuh friendly banget. Btw dokternya cewe, dokter 3 tahun lalu juga cewe."
2022-03-07 15:33:18,swiftsall,"@execommunicado ah I see.. mungkin kombinasi obatnya yang bikin berefek begitu. atau ada obat jenis penenang yang dikasi.
Sekarang udah engga?
Nanti kalo misalnya kambuh lg -hope not- kasi tau aja dokternya kalo ada efek lain Dx"
2022-03-07 15:27:49,inisenyumm,Gue heran kenapa itu dokternya gaada yang periksa kondisi andin 🙂 #IkatanCintaEp645 https://t.co/OaIKaUFjTz
2022-03-07 15:21:53,cstarbux,"WOY GUE SALAH SATUNYA YANG PUNYA HISTORY ISK😭😭😭 nyiksa bgt kalo mau pipis bener2 sakit bgt dulu kalo berobat sampe di ketok2 pinggul gue sama dokternya, udah tes darah sama tes urine juga haduh pokonya anyang2an dan perut kerasanya sakitttttttt banget https://t.co/ZEJDzGxNNw"
2022-03-07 15:16:17,lovelydiddyy,"Aku ga begitu inget dokternya ngomong apa aja, tp ada satu yg aku inget bgt pas mamaku blg ""dia ada pusing juga dok katanya"" (karena aku dulu ga beranian buat ngomong jd mama yg jelasin keluhan aku ke dokter)."
2022-03-07 15:14:09,diarytiff,"@Hanfourthree @worksfess Aku kemarin pas MCU di suruh duduk tegak dan tangan dilurusin gitu, trs sama dokternya punggungku kaya di pukul-pukul"
2022-03-07 15:14:07,fanskyoruno1,@hakuyuwkie Last sentence😭😭😆. Gapapaa mel emang ada yg cepet dan lambat. Aku juga udah makai 6 tahun+ dan dokternya masih belum nyaranin lepasin wkwk
2022-03-07 15:13:03,yyohandsome,"Kemaren populer para cowo2 yang dateng ke klinik bawa potonya buat contoh mau idung kek yohan
Sekarang di rekomen langsung sama dokternya
Ner bener ya idung yohan https://t.co/N6TwtoBnrI"
2022-03-07 15:07:46,aourcandy,"Ini RS Sejahtera susternya cuma satu apa ya? 

#IkatanCintaEp645"
2022-03-07 15:07:07,kirbywooyo_,@YunhoTheOne @autmnmelody Ntar dokternya bingung kok bisa budegnya berjamaah
2022-03-07 15:06:19,0414Ind,@Ulvatus1 Susternya jg itu2 ajaaaaa
2022-03-07 14:56:49,amiodarxne,"@tubirfess Aku temenin, nder kalo deket. Aku anak rantau jadi tau bgt rasanya sakit sendirian. Mau minum aja sampe ga kuat buka pintu kulkas pernah. Bingung mau ngadu ke siapa. Bingung ke dokternya gimana.

Kamu sehat selalu dan bahagia selalu ya"
2022-03-07 14:55:43,orangdaratt,"@indigoes_ Bukan gt sep masalahnya aku cuma butuh surat dokternya aja makanya itu cuma ""alasan"" biar ga usah ambil obat 😭"
2022-03-07 14:54:10,jikookirei,"tangan masih ngilu bekas ambil darah, wkwkw dimarahin susternya karena jarang minum, makanya susah ngambil darahnya"
2022-03-07 14:48:51,gausahsenyum2,@helloiamheni_ Emosiii aku sama dokternya dr kmrn g jelas
2022-03-07 14:47:33,allebaimm,Muka orang Thailand bukannya emang begitu semua ya. Dari yang cewe tulen sampe lady boy. Dari pedagang kaki 5 sampe selebriti. Bentukannya ya sama semua😅 Udah khas banget cetakan dokternya. Makanya kalo OP dr Thailand pasti ketauan. Dokternya hasil kerjanya begitu semua
2022-03-07 14:46:18,SEULGI3tb,"@KRYSTAL3tb Tergantung pemicunya, Krys. Karena ada juga yang karena salah makan. Hahahaha ya Allah dokternya ada ada aja. Pakai cara herbal bisa kalau km suka minum air kunyit + banyak nonton youtube mengenai asam lambung 👍🏻"
2022-03-07 14:44:31,_ziaan,Terus dokternya bilang kucing ini kena hernia https://t.co/SutiPU32yp
2022-03-07 14:43:47,lunarrisya,"padahal dokternya sama pas menjelaskan edh dulu, skrg lawak bener cuma karena ganti penulis.
pe
nu
lis
pe
ru
sak
lo
gi
ka"
2022-03-07 14:42:19,jinnoona7,@virawaaan @WidasSatyo biasanya trgantung dokternya kak. klo masi dokter muda / di klinik kecil biasanya masi murah. kalo udh lbh senior dan praktek sendiri bs sampe 500rb keatas 😄
2022-03-07 14:41:44,agazzy1,Dokternya nanya ke Al apakah dadanya msh sesak? Heh Al mmg ada keluhan sesak nafas ya sebelumnya? #IkatanCintaEp645
2022-03-07 14:41:35,diayangberjuang,"Dokternya Al dari UGD, ICU, Perawatan sama semua yaaakk 🤣🤣🤣"
2022-03-07 14:41:26,aladin_story,dokternya mager ngomong ya jangan jangan? atau lagi betmut? singkat bgt masa ngejelasinnya gitu doang.
2022-03-07 14:41:21,BabyZbalonbiru,"Diluar topik, btw ini dokternya Al kan dokternya pangeran ya. Sama2 ttg kepala 😄

#IkatanCintaEp645"
2022-03-07 14:40:18,alfinasputri,"sakit isk lagi grgr nya sama kaya tahun lalu karena jarang minum sm nahan pipis. ditanya dokternya kenapa nahan pipis pengen jawab ""males dok soalnya kalo ke toilet ngelewatin atasan saya😌"""
2022-03-07 14:39:53,TnkBell12,"Tadi sama dokternya dipraktekkin lancar bet, pas mau gua gunain di rumah kok ngilu yaaa https://t.co/LzzCC7sETk"
2022-03-07 14:39:49,AldenialAlfahri,@detektifsejaht1 @Ulvatus1 @punyaijoel Lebih kesel lagi dokternya Al... hasil foto thoraxnya gimana?
2022-03-07 14:33:52,ssych_,@hazelllnut_ Aseli aku mau bangun kata dokternya mau kemana ini sekali lagi 😭
2022-03-07 14:29:02,ayu_trianna,@Uyundie Padahal udah sering treatment di  dokter yang kemarin jd dokternya Elsa kak
2022-03-07 14:27:40,jwoosoulvoice,@treasuremenfess ini mah liat dokternya aja langsung sembuh 🧎‍♀️🧎‍♀️
2022-03-07 14:22:44,saryrsnwti,"""Kamu mata panda yah? Saya resepin serum matanya"" hiyaa baru mau ngomong ngeluhin mata sendiri, tp dokternya jg ternyata notice. Luph dokter sarah"
2022-03-07 14:22:31,ireongyogam,@kochengfess tanya dokternya aja nderr
2022-03-07 14:17:20,byoncess,"gue klo ke rs dibilang copida awas aja ye dokternya gue tembak ditempat, piw piw 🔫🔫"
2022-03-07 14:12:55,jerukkeprok,"@WidasSatyo Apa tergantung dokternya ya? Kadang linu, kadang biasa aja, tergantung yg ngerjain."
2022-03-07 14:05:44,odetoyeol_,Oknum yg bikin panik grgr pipis dikit bgt taunya gamau karna wangi pasirnya diganti. Mana pas diperiksa centil bgt liatin dokternya🙂 https://t.co/MuG2rB1Zsh
2022-03-07 14:05:02,AnjuBeIa,"@latteciia ㅤㅤ

Waduh. Minta dikenalin sama dokternya. Kebanting ini mah.

ㅤㅤ"
2022-03-07 14:05:00,ireongyogam,"@yourpetsfess setau aku gapapa sih, tapi coba tanya dokternya nder"
2022-03-07 14:02:25,latteciia,"@AnjuBeIa ㅤ

Boleh ga kenalin dokternya?

ㅤ"
2022-03-07 13:57:29,tirramissyuuu,@Lazuardialief dokternya ikut nimbrung🥲
2022-03-07 13:54:35,Reyhannctzen,@webzjeno soalnya kalau diem aja ngga nangis nanti dokternya panik
2022-03-07 13:51:47,chlQBAAL,"@chJEHOON Iya kan lu dokternya pas dia ngelahirin, gimana si."
2022-03-07 13:50:21,gapedulidahcape,"Aku speechless denger dokternya bilang ""udah ada detak jantungnya"" auto berlinang air mata. Suami nanya makanan yg pantang apa aja, dokternya jawab mie instan dan kerang2an. Untuk encok2 di punggung itu normal, ibu hamil emg biasa encok. Dan aku masih speechless sampe jln pulang."
2022-03-07 13:50:20,gapedulidahcape,"Awalnya aku di usg di perut, karna gemuk saat hamil ini ternyata lemak perut menutupi adeknya. Jadi harus usg transvaginal dan gpp demi liat si adek dgn jelas. Kata dokternya emg lebih jelas kalo pake metode ini. Uda ada detak jantung, semua bagus. Alhamdulillah bersyukur bgt🥰"
2022-03-07 13:50:16,gapedulidahcape,"Pernah liat di youtube kalo kebanyakan asam folat itu gabaik. Kata dokternya, ada penelitian yg entah sudah terbukti atau blm, kalo konsumsi asam folat berlebihan bisa menyebabkan autisme. Serem kan jadinya minum selang seling. Atau karna mubazir tubuh gabisa nerima sebanyak itu."
2022-03-07 13:49:28,ruhtrooveye,"waktu koas kan sering sariawan juga trs suka digilir jadi pasien temen, adik kelas sampe kakak kelas 😭 pernah waktu jd pasien, dokternya nyuruh junior aku ngebersihin bagian putih2 nya itu loh mana periiiiih banget sampe aku bercucuran air mata 🤣"
2022-03-07 13:45:35,titatirta,@PurwantiUgi @iyainidwi @kochengfess Jalan magelang. Yg berminat nanti aku kasih kontaknya. Dokternya alumni ugm
2022-03-07 13:44:54,markingband,@webzjeno karena dipaksa keluar dari rahim sama susternya
2022-03-07 13:43:26,ruthmunthe,udah planning mau konsul dokter buat rawat jalan after rawat inap eh hujan. lagian dokternya praktek jam 8 malam banget deh. kalo pagi kan mending ya bisa dipaksain walau hujan pun. ini mah kalo hujannya malam udah males mending lanjut tidur atuh dokter.
2022-03-07 13:43:13,kurangsedap,"@ursweetcums Di rumah sakit, ksh tip 10rb aja k susternya buat elus2"
2022-03-07 13:42:48,kohrapat,"@voffeu Udah tadi, masih mual sa. Semoga lahiran kali ini dokternya awalan namanya “A”"
2022-03-07 13:30:29,maulekcah,"RT @soogarplume: dulu gue periksa ke obgyn sendiri gara2 mens gue keos kan di usg tuh. pas dicek dokternya insist, ""ini anak siapa?"" gue ka…"
2022-03-07 13:29:47,Najpiyuull_,"Kalian Prnh batuk sampe menggelitik tenggorokan g?? 😭😭
Td aku berobat, batuk gatell bgt di tenggorokan sampe aku ketawa juga. Kek mo nangis batuknyaa tadi😭😭😭 ih malu bgtt SM dokternya aahhh!!"
2022-03-07 13:28:06,undipmenfess,-dips! Disini ada yg pernah ke psikolog / dokter kejiwaan? Itu nnti yg diceritain pertama ke dokternya gimana?
2022-03-07 13:28:06,sanny_bp,"Abis diskusi sama dokter forensik soal kondisi jenazah Tangmo. Soalnya penasaran, karena sus banget kematiannya. Sayang dokternya ndak bs dijelaskan detail karena memang harus diperiksa langsung. Tapi secara umum, ciri2 nya memang karena tenggelam."
2022-03-07 13:18:53,PoniWarteg,@candyxtuft Parah parah. Rela sakit kalau dokternya kayak Byungchan.
2022-03-07 13:15:04,ethernalski,"@riedaily Mba nya memang jutek banget kalau kayak gitu, apa susahnya tinggal jawab baik baik ""iya kak masih lama"" gak perlu pakai nada ketus begitu. Kalau kamu kesel tuh wajar. Mas juga bacanya kesel kok. Semoga besok ketemu dokter baru terus dokternya ramah ya? Cepet sembuh juga dari mas."
2022-03-07 13:11:21,nathzachry,"RT @averyelz: demi Allah, Creon. menurut bapaknya penulisku, agama kan dari lahir dipelajarin. masih kena remed tuh berarti aku pas lahir d…"
2022-03-07 13:10:45,mvstheo,"RT @averyelz: demi Allah, Creon. menurut bapaknya penulisku, agama kan dari lahir dipelajarin. masih kena remed tuh berarti aku pas lahir d…"
2022-03-07 13:10:43,grotesqule,"@chatimye Ga tau, udah tanya ke dokter, kata dokternya dibiarin aja. Ntar kalau tiba-tiba hilang baru lebih bahaya"
2022-03-07 13:10:19,irrishelle,"RT @averyelz: demi Allah, Creon. menurut bapaknya penulisku, agama kan dari lahir dipelajarin. masih kena remed tuh berarti aku pas lahir d…"
2022-03-07 13:09:55,seannastacia,"RT @averyelz: demi Allah, Creon. menurut bapaknya penulisku, agama kan dari lahir dipelajarin. masih kena remed tuh berarti aku pas lahir d…"
2022-03-07 13:09:42,averyelz,"demi Allah, Creon. menurut bapaknya penulisku, agama kan dari lahir dipelajarin. masih kena remed tuh berarti aku pas lahir dokternya salah tarik."
2022-03-07 13:09:18,mpeettt,"@yulhanifah Masalahnya disuruh dokternya pulang, masa gue bilang dok gamau pulang ah mau nginep disini aja🙂🙂🙂yg bener aja dong shay"
2022-03-07 13:04:12,simptembers,@tulipsyell gdluck buat dokternya
2022-03-07 13:03:17,HaetnimJ,"@hourlysumpit Kata dokternya sih gitu,, ampe bener2 sehat lah mana ga dikasih jangka waktu juga"
2022-03-07 13:02:21,eventidekm,jadi inget gw sakit dibawa berobatnya pas udah masa pemulihan. ya ga keliatan penyakitnya lah wkwk. kalo gini kan bisa aja dokternya ngira gw yg hypochondriac 🙃 https://t.co/W60vAItAZy
2022-03-07 13:01:56,IdaAslina,@__Sridiana_3va Merugikan dua pihak...baik dokternya maupun pasien...
2022-03-07 12:54:10,idartr,"Dokternya masih muda, cantik, ramah bgt pula. Tapi monmaap bu dokter, ni obatnya kebanyakan. Sy mual duluan🙏🏻"
2022-03-07 12:49:59,abcdandelion,"gatau wkwk
tapi krn kebiasaan manggil orang asing tuh mas/mbak, sampe pas ke dokter kemaren aku manggil dokternya ""mas"" 😌🤣 mana masih muda kan, untung ga keceplosan kupanggil ""kak"" wkwkw https://t.co/DBFI4jT3R8"
2022-03-07 12:48:20,vvalkspcrkle,"@MilikRahasia Coba liat surat keterangan dokternya, biasanya kan ada no cs nya trs hubungin pihak rs nya kak"
2022-03-07 12:47:43,stellaliIac,DOKTERNYA LAMA ANJER
2022-03-07 12:46:40,namussi_801,"w-wadu... kalo dokternya gini....
skit aj lah gua
@atheauna @ndiaaff https://t.co/thpJWVcHW3"
2022-03-07 12:44:41,kimjongann,"setelah gue cek lg ternyata dokternya udah pernah bahas soal mie instan. apresiasi twitnya dokter, tp gue rasa akan lebih baik kalo bikin twt nggak gantung kaya gini 🙏"
2022-03-07 12:40:14,thndrpnch,@lampungbase Di enggall deket saburaii tapi lupaa nama dokternya apaa
2022-03-07 12:38:12,leeejena,kok dulu kecilan gw waktu disuntik dokternya gapernhahh “sok gosok gosok sok” sihhhhhhh KAN PENGEN ANJWING 💔💔💔
2022-03-07 12:33:16,wv_pierre,"@JUITAPARAS Astaga, gws. Udah minta ganti kelingking belum sama susternya?"
2022-03-07 12:32:24,Dian_diyun,"@tiranisaurus Memang belum boleh Bun sama dokternya, ta tapi udah luamaaa banget nggak minum kopi rasa² wkwk"
2022-03-07 12:30:03,hxnxqAEwN1oRr4l,RT @48Crypto48: Dokternya kayak gini pengennya diperiksa bagian yang lain https://t.co/47VvjJRVpB
2022-03-07 12:29:16,leonyvira,"Kemaren pas grooming, moka ketemu sama dokternya setelah lama ga ketemu. Budok agak terkejut liat moka sekarang tambah gembrootttttt https://t.co/XGe7R1XP28"
2022-03-07 12:28:55,clownonduty,"@mbakjustine @tanyakanrl Okay kak, btw tp dpt obat dr dokternya kan?"
2022-03-07 12:28:52,2010user_,"Anak muda skrg kenapa ya dikit2 maunya ke psikolog. Dia gak tau apa? Capenya bolak balik rs dan mulai bisa terbuka sama dokternya itu susah.
Be wise lol"
2022-03-07 12:26:34,48Crypto48,Dokternya kayak gini pengennya diperiksa bagian yang lain https://t.co/47VvjJRVpB
2022-03-07 12:25:13,yennihazfia,@motatonaa Alhamdulillah.. krn apa td kata dokternya?
2022-03-07 12:25:04,magickimtae,Dokternya lama😴
2022-03-07 12:23:49,JeanetteDebora,"@ohmybeautybank Kacamata, beli di optik, huhu soalnya mata ku udah pernah iritasi gegara pemakaian softlens. Kata dokternya mataku tipe yg gampang kering dan mungkin dulu kurang sering ditetesin jadi iritasi gitu. Padahal cantik nya nambah kalo pake softlens menurut aku huft."
2022-03-07 12:20:44,lalalalyouu,@treasuremenfess Kalo dokternya kayak gitu malah makin pingsan gua 🤸🏼‍♂️
2022-03-07 12:19:11,willdidntsleep,"@stormiwebtser @404LOSTCAUSE @convomfs Aku waktu itu udah konsultasi, minusku kan lumayan, bilangnya dokternya iya dilasik tapi hasilnya minus itu nggak hilang 100% gitu, mungkin yg pernah lasik bisa share info 🙏🏻"
2022-03-07 12:15:20,BkBahrul,@KlyTommoy @__AnakKolong Kalau oplas dokternya harus tanggungjawab. Masa oplas pakai ember plastik bekas. Kata mas lijal lamli
2022-03-07 12:13:54,sushierj,"@Verprelude Iyah, Ed. Makasih yah. Virus kayanya kata dokternya"
2022-03-07 12:13:03,_almondbutter,"Dokternya Senja,

Kalo sakit: dr. Satrio
Kalo vaksin+konsul2: dr. Niluh

Uda best lah pokoknya, bela2in reimburse karna keduanya tidak bisa gesek cashless asuransi 👍🏻"
2022-03-07 12:12:10,sushierj,"@redli6ht Kemungkinan virus kata dokternya, mangkanya rawat inap ini"
2022-03-07 12:08:15,JEYHOBl,"Temen-temen yang butuh rumah sakit untuk cek kandungan, imunisasi atau lainnya. Saya rekomendasikan untuk coba Eltern Hospital ya! Pelayanannya keren bangetttt! Dokter/susternya seru haha @ElternHospiㅤ https://t.co/KbKjeCrWmY"
2022-03-07 12:07:51,deenarhmsr,"Konsulen (terutama yg udah &gt;40th) vibe nya dokter banget ya. Pake batik doang padahal tapi keliatan bgt dokternya. Padahal SOPAN BGT GAYA NYA ASTOGE.

Giliran gue padahal dah pake scrub (pas koas juga udh pake kas dokter) tetep dipanggilnya ""sus"" dah kek main among us ae"
2022-03-07 12:07:43,Vicky_ChairulH,"@__Sridiana_3va Betul Bu Dokter, saya Pribadi ketika sakit sangat nyaman jika Dokternya Komunikatif dan ramah, Dokter yg memiliki karakter seperti itu sudah melebihi dari obat yg dia berikan.
Mental pasien pun menjadi tambah semangat untuk sembuh."
2022-03-07 12:06:50,Lilyanaulfa,Huft sebal sekali dg tanggapan dari j&amp;t akhirnya aku ikhlas membuat baru lagi orderan dokternya sungguh kepuasan pelanggan utama &amp; niatnya buat iws apa inget ya lil  memfasilitasi kerja (ibadah) di RS tombok dalam usaha rugi jg sering gapapa namanya kehidupan gak selamanya manis
2022-03-07 12:03:25,adiyeeeee,"@JUNGVELYSUH @WidasSatyo dulu dapat info steril subsidi via WA, dokternya di  daerah gajahan 👀"
2022-03-07 12:03:18,cheeseloverssss,"@lampungbase Adaaa. Gw pernah bersihin telinga, tempat praktek dokternya ada yg di apotek Rossa, ada yg di daerah Korpri"
2022-03-07 12:01:46,AnjaniSA,"@WidasSatyo Rata2 segitu tp buat sy mahal. Sy steril 2 betina total 600rb aja, di klinik my darling sidoarjo. Jahitannya kecildan di samping badannya, jadi bisa dibawa pulang tanpa takut sobek walau kyk reog. Tgl rutin oles bioplacenton kta dokternya. Recommended steril disana utk daerah sby"
2022-03-07 11:59:59,navamuzdalifah,"Habis nyoba akupuntur medik pertama kalinya untuk terapi berat badan di Bamed Bintaro dengan dr. Athia. Asli enak banget dokternya, jelasin super detail dan friendly🥰"
2022-03-07 11:59:15,kiarazern,"@eudeimonia Kalo dokternya siapa, kakakkk? 🤔"
2022-03-07 11:58:14,yedde0ngi,"12 januari 2022

(pulsek) jadi badan udah ga kuat lagi, literally bener-bener ga kuat duduk tegak, duduk harus bungkuk atau ga badan tidur dimeja. akhirnya kepuskesmas minta rujukan (ini foto kepuskesmas) dan dirujuk kerumah sakit. dan ternyata dokternya ga banget gitu wkwk https://t.co/aX4hiW5JPy"
2022-03-07 11:58:00,keshayangannnn,Abis sakit jd gendut soalny ama dokternya suru makan yg banyak
2022-03-07 11:56:33,trufflecrumble,"Pengen tau ga sekolot apa ortuku?
Jd aku pernah konsul lewat halodoc, kata dokternya kemungkinan rhinitsku udah kronis karena bener2 tiap hari kumat siang malem, sampe kadang susah dipake nafas, kalo kumat ingus ga mau berhenti keluar"
2022-03-07 11:56:32,keiysarchive,@dhsnwon ya Tuhan 😭 mana dokternya dah pada tidur jam segini /emot teriak brutal
2022-03-07 11:53:35,Nylee__,"@collegemenfess Dosenku ada yg gelar dokter, jd pertemuan pertama matkul itu, dikasih arahan dulu sama asisten dokternya dan disuruh kalau manggil dosen itu dokter/dok jangan pake"
2022-03-07 11:52:12,IniNathannnn,"@tubirfess ortu gue tergantung mood, kadang sakit parah gak di peduliin tapi abis itu langsung manggil dokter, malah kadang di omelin karna gak mau ke dokter dan dokternya dj suruh ke rumah, kadanga b aja. kadang peduli banget sampe makan aja harus di tanyain dan bener² di perhatian:/"
2022-03-07 11:50:56,omeg_,"kalo dokternya model Ik Jun gini sih, aku anniv sama sakit pinggang juga ikhlas 🙃"
2022-03-07 11:47:35,Baebaezam,@asdfvxx Untung gak tambah disogok sama dokternya 😂
2022-03-07 11:46:53,rubyjxen,"@sheduktif Kasian dokter, susternya"
2022-03-07 11:44:57,asdfvxx,Berdosa bgt pas swab bersinin dokternya 🥺
2022-03-07 11:42:39,cumadisiniajaaa,"Ternyata mau ketemu dokter gigi takutt bangett, tapi diluar dugaan banget dokternya baik + yang tadinya antrian paling belakang malah jadi pertama 👍"
2022-03-07 11:41:29,sprinkleparkle,"@Askrlfess Aku nyaman kok selama ini chat dokter umum di halodoc, krna emg dr dulu kalo sakit udah langganan buat ke halodoc trs skrg coba ke psikolognya dan menurutku bagus, dokternya jg baik"
2022-03-07 11:34:01,ubettergo,Mana ekspresi dokternya kaget lgi kok Tiba-tiba disodorin hp
2022-03-07 11:34:00,ubettergo,"Kocak banget, tenggorokan lagi gatel banget jadi gabisa ngomong. Pas di dokter tadi sengaja ngetik keluhan sakit nya di notes biar dokternya baca 😭."
